SW_IN_FF,SW_IN_F
74.74137931,55.03448276
55.03448276,64.8362069
64.8362069,50.46551724
50.46551724,75.17241379
75.17241379,56.14655172
56.14655172,22.77586207
22.77586207,24.14655172
24.14655172,22.78448276
22.78448276,37.54310345
37.54310345,25.45689655
25.45689655,18.31034483
18.31034483,15.60344828
15.60344828,7.663793103
7.663793103,2.856896552
1.100862069,5.182758621
5.182758621,12.51724138
12.51724138,20.12931034
20.12931034,29.1637931
29.1637931,37.71551724
37.71551724,45.72413793
45.72413793,52.76724138
52.76724138,55.77586207
55.77586207,39.25862069
39.25862069,57.95689655
57.95689655,54.75
54.75,68.88793103
68.88793103,27.07758621
27.07758621,46.18965517
46.18965517,38.67241379
38.67241379,32.37068966
32.37068966,50.39655172
50.39655172,51.69827586
51.69827586,43.49137931
43.49137931,27.55172414
27.55172414,15.62068966
15.62068966,34.78448276
34.78448276,23.24137931
23.24137931,9.068965517
9.068965517,5.687931034
0.475948276,2.353448276
2.353448276,4.900862069
4.900862069,9.206896552
9.206896552,24.62931034
24.62931034,36.75
36.75,43.54310345
43.54310345,48.93965517
48.93965517,58.12931034
58.12931034,60.50862069
60.50862069,64.62931034
64.62931034,70.77586207
70.77586207,67.34482759
67.34482759,69.22413793
69.22413793,68.87931034
68.87931034,74.56896552
74.56896552,60.35344828
60.35344828,58.00862069
58.00862069,50.97413793
50.97413793,40.68965517
40.68965517,44.54310345
44.54310345,32.43103448
32.43103448,20.06034483
20.06034483,11.22413793
11.22413793,7.896551724
7.896551724,5.228448276
5.228448276,3.10862069
1.113793103,5.343965517
5.343965517,9.094827586
9.094827586,16.12068966
16.12068966,25.0862069
25.0862069,30.68103448
30.68103448,40.29310345
40.29310345,47.48275862
47.48275862,54.45689655
54.45689655,60.71551724
60.71551724,65.3362069
65.3362069,70.94827586
70.94827586,72.4137931
72.4137931,40.36206897
40.36206897,13.88793103
13.88793103,8.948275862
8.948275862,10.55172414
10.55172414,17.18103448
17.18103448,16.81034483
16.81034483,16.8362069
16.8362069,14.47413793
14.47413793,39.9137931
39.9137931,20.70689655
20.70689655,6.431034483
1.305172414,5.586206897
5.586206897,12.27586207
12.27586207,19.85344828
19.85344828,26.6637931
26.6637931,36.12068966
36.12068966,43.98275862
43.98275862,51.31896552
51.31896552,50.75
50.75,51.60344828
51.60344828,43.60344828
43.60344828,55.50862069
55.50862069,59.24137931
59.24137931,30.37931034
30.37931034,35.43965517
35.43965517,29.07758621
29.07758621,6.892241379
6.892241379,16.92241379
16.92241379,11.59482759
11.59482759,4.247413793
1.578448276,9.801724138
9.801724138,20.47413793
20.47413793,26.42241379
26.42241379,12.76724138
12.76724138,9.431034483
1.764655172,6.201724138
6.201724138,4.465517241
4.465517241,2.69137931
2.69137931,9.853448276
9.853448276,30.15517241
30.15517241,39.67241379
39.67241379,51.46551724
51.46551724,62.44827586
62.44827586,58.53448276
58.53448276,53.49137931
53.49137931,55.12068966
55.12068966,55.53448276
55.53448276,52.9137931
52.9137931,42.11206897
42.11206897,32.19827586
32.19827586,38.37068966
38.37068966,32.75862069
32.75862069,30.15517241
30.15517241,9.405172414
9.405172414,9.077586207
9.077586207,4.788793103
1.387931034,3.463793103
3.463793103,3.75862069
3.75862069,5.134482759
5.134482759,6.290517241
6.290517241,8.517241379
8.517241379,8.655172414
8.655172414,11.19827586
11.19827586,15.09482759
15.09482759,13.68103448
13.68103448,9.715517241
9.715517241,13.43103448
13.43103448,10.38793103
10.38793103,22.60344828
22.60344828,28.17241379
28.17241379,34.84482759
34.84482759,45.04310345
45.04310345,22.25862069
22.25862069,43.15517241
43.15517241,31.61206897
31.61206897,27.98275862
27.98275862,18.29310345
18.29310345,7.094827586
7.094827586,3.553448276
2.023275862,7.482758621
7.482758621,14.82758621
14.82758621,23.25
23.25,32.13793103
32.13793103,40.48275862
40.48275862,48.35344828
48.35344828,56.51724138
56.51724138,62.67241379
62.67241379,69.13793103
69.13793103,73.70689655
73.70689655,73.70689655
73.70689655,78.18965517
78.18965517,77.5
77.5,70.34482759
70.34482759,73.96551724
73.96551724,72.24137931
72.24137931,66.69827586
66.69827586,63.25
63.25,56.18965517
56.18965517,48.99137931
48.99137931,41.10344828
41.10344828,33.02586207
33.02586207,24.93965517
24.93965517,16.17241379
16.17241379,9.232758621
9.232758621,3.943103448
0,2.306034483
2.306034483,7.24137931
7.24137931,14.32758621
14.32758621,23
23,31.65517241
31.65517241,40.05172414
40.05172414,47.63793103
47.63793103,55.25862069
55.25862069,61.94827586
61.94827586,67.51724138
67.51724138,72.32758621
72.32758621,75.94827586
75.94827586,77.75862069
77.75862069,78.36206897
78.36206897,77.5
77.5,75.25862069
75.25862069,72.67241379
72.67241379,66.89655172
66.89655172,61.00862069
61.00862069,55.6637931
55.6637931,47.99137931
47.99137931,41
41,32.67241379
32.67241379,23.90517241
23.90517241,15.51724138
15.51724138,9
9,3.939655172
0.127155172,2.435344828
2.435344828,7.732758621
7.732758621,14.92241379
14.92241379,23.62068966
23.62068966,32.62931034
32.62931034,41.17241379
41.17241379,49.48275862
49.48275862,57.20689655
57.20689655,63.64655172
63.64655172,69.22413793
69.22413793,73.79310345
73.79310345,77.24137931
77.24137931,79.13793103
79.13793103,79.65517241
79.65517241,79.05172414
79.05172414,76.46551724
76.46551724,73.62068966
73.62068966,68.77586207
68.77586207,63.59482759
63.59482759,56.52586207
56.52586207,48.87931034
48.87931034,41.9137931
41.9137931,33.81896552
33.81896552,25.43965517
25.43965517,17.24137931
17.24137931,9.870689655
9.870689655,4.137068966
1.718103448,5.851724138
5.851724138,9.853448276
9.853448276,14.61206897
14.61206897,16.4137931
16.4137931,22.10344828
22.10344828,13.31896552
13.31896552,10.24137931
10.24137931,12.47413793
12.47413793,11.21551724
11.21551724,14.04310345
14.04310345,15.99137931
15.99137931,15.81896552
15.81896552,22.68965517
22.68965517,42.01724138
42.01724138,54.37931034
54.37931034,10.96551724
10.96551724,18.12931034
18.12931034,27.68103448
27.68103448,22.8362069
22.8362069,25.23275862
25.23275862,27.10344828
27.10344828,20.02586207
20.02586207,16.92241379
16.92241379,8.913793103
8.913793103,3.35
0.667413793,3.568965517
3.568965517,6.361206897
6.361206897,14.07758621
14.07758621,24.35344828
24.35344828,27.29310345
27.29310345,29.36206897
29.36206897,44.56034483
44.56034483,52.05172414
52.05172414,61.62068966
61.62068966,66.01724138
66.01724138,67.99137931
67.99137931,64.48275862
64.48275862,65.37068966
65.37068966,69.9137931
69.9137931,68.38793103
68.38793103,61.34482759
61.34482759,53.43103448
53.43103448,48.17241379
48.17241379,41.94827586
41.94827586,26.5862069
26.5862069,22.97413793
22.97413793,17.46551724
17.46551724,16.06896552
16.06896552,10.27586207
10.27586207,5.686206897
5.686206897,3.614655172
1.651724138,2.805172414
2.805172414,5.164655172
5.164655172,6.279310345
6.279310345,6.06637931
6.06637931,6.722413793
6.722413793,8.362068966
8.362068966,7.129310345
7.129310345,8.637931034
8.637931034,16.40517241
16.40517241,20.00862069
20.00862069,18.98275862
18.98275862,16.13793103
16.13793103,20.65517241
20.65517241,13.18103448
13.18103448,11.72413793
11.72413793,30.53448276
30.53448276,39.60344828
39.60344828,42.31896552
42.31896552,40.36206897
40.36206897,37.31896552
37.31896552,30.35344828
30.35344828,23.5862069
23.5862069,16.23275862
16.23275862,9.681034483
9.681034483,4.072413793
1.604310345,3.132758621
3.132758621,7.413793103
7.413793103,15.18103448
15.18103448,15.68103448
15.68103448,17.10344828
17.10344828,31.20689655
31.20689655,48.35344828
48.35344828,39.43103448
39.43103448,49.96551724
49.96551724,74.9137931
74.9137931,67.84482759
67.84482759,75.60344828
75.60344828,68.45689655
68.45689655,73.18965517
73.18965517,74.22413793
74.22413793,69.82758621
69.82758621,61.19827586
61.19827586,62.77586207
62.77586207,46.5
46.5,37.75862069
37.75862069,36.6637931
36.6637931,16.54310345
16.54310345,24.18965517
24.18965517,11.89655172
11.89655172,13.80172414
13.80172414,4.842241379
1.756034483,3.202586207
3.202586207,4.218965517
4.218965517,5.439655172
5.439655172,8.206896552
8.206896552,9.974137931
9.974137931,9.655172414
9.655172414,15.47413793
15.47413793,17.49137931
17.49137931,19.02586207
19.02586207,14.87931034
14.87931034,12.87931034
12.87931034,11.87068966
11.87068966,13.81034483
13.81034483,18.30172414
18.30172414,15.40517241
15.40517241,12.47413793
12.47413793,14.4137931
14.4137931,12.89655172
12.89655172,9.801724138
9.801724138,7.224137931
7.224137931,9.629310345
9.629310345,10.57758621
10.57758621,9.310344828
9.310344828,6.787931034
6.787931034,2.389655172
0.367241379,3.637931034
3.637931034,9.422413793
9.422413793,17.22413793
17.22413793,25.73275862
25.73275862,34.80172414
34.80172414,42.51724138
42.51724138,50.32758621
50.32758621,57.25862069
57.25862069,66.12931034
66.12931034,71.89655172
71.89655172,75.77586207
75.77586207,79.9137931
79.9137931,82.4137931
82.4137931,83.10344828
83.10344828,82.75862069
82.75862069,79.74137931
79.74137931,76.20689655
76.20689655,69.56896552
69.56896552,63.61206897
63.61206897,56.93103448
56.93103448,49.90517241
49.90517241,41.95689655
41.95689655,34.05172414
34.05172414,25.45689655
25.45689655,17.03448276
17.03448276,9.853448276
9.853448276,4.832758621
1.942241379,7.120689655
7.120689655,12.60344828
12.60344828,17.97413793
17.97413793,24.42241379
24.42241379,32.01724138
32.01724138,32.62068966
32.62068966,37.40517241
37.40517241,38.05172414
38.05172414,48.19827586
48.19827586,49.15517241
49.15517241,34.18965517
34.18965517,34.92241379
34.92241379,47.34482759
47.34482759,24.59482759
24.59482759,13.06034483
13.06034483,16.3362069
16.3362069,33.52586207
33.52586207,28.37068966
28.37068966,15.18103448
15.18103448,13.92241379
13.92241379,14.52586207
14.52586207,30.22413793
30.22413793,21.60344828
21.60344828,15.43965517
15.43965517,9.939655172
9.939655172,4.503448276
2.257758621,5.887931034
5.887931034,11.82758621
11.82758621,18.51724138
18.51724138,25.95689655
25.95689655,33.01724138
33.01724138,41.01724138
41.01724138,45.68965517
45.68965517,50.42241379
50.42241379,56.62931034
56.62931034,60.0862069
60.0862069,63.87931034
63.87931034,64.45689655
64.45689655,67.56896552
67.56896552,64.0862069
64.0862069,62.43103448
62.43103448,55.5
55.5,50.28448276
50.28448276,41.84482759
41.84482759,41.75
41.75,38.95689655
38.95689655,29.94827586
29.94827586,26.4137931
26.4137931,18.57758621
18.57758621,11.31896552
11.31896552,5.679310345
5.679310345,2.581034483
0.360862069,3.021551724
3.021551724,6.738793103
6.738793103,12.26724138
12.26724138,19.75
19.75,27.01724138
27.01724138,32.0862069
32.0862069,38.86206897
38.86206897,39.77586207
39.77586207,44.88793103
44.88793103,44.62931034
44.62931034,63.56034483
63.56034483,66
66,39.75
39.75,33.10344828
33.10344828,61.12931034
61.12931034,73.10344828
73.10344828,71.29310345
71.29310345,68.38793103
68.38793103,64.32758621
64.32758621,58.44827586
58.44827586,50.49137931
50.49137931,39.49137931
39.49137931,31.9137931
31.9137931,25.22413793
25.22413793,9.353448276
9.353448276,8.775862069
8.775862069,3.821551724
1.512931034,5.868965517
5.868965517,9.99137931
9.99137931,9.232758621
9.232758621,15.03448276
15.03448276,10.54310345
10.54310345,11.26724138
11.26724138,33.37068966
33.37068966,67.65517241
67.65517241,73.53448276
73.53448276,76.03448276
76.03448276,77.67241379
77.67241379,78.87931034
78.87931034,75.77586207
75.77586207,66.50862069
66.50862069,55.43965517
55.43965517,38.84482759
38.84482759,34.98275862
34.98275862,24.75862069
24.75862069,12.84482759
12.84482759,16.12068966
16.12068966,9.362068966
9.362068966,9.75
9.75,10.84482759
10.84482759,6.104310345
6.104310345,2.515517241
1.738793103,5.857758621
5.857758621,11.1637931
11.1637931,16.8362069
16.8362069,16.47413793
16.47413793,23.36206897
23.36206897,22.90517241
22.90517241,31
31,48.06896552
48.06896552,51.25
51.25,52.23275862
52.23275862,38.81034483
38.81034483,43.74137931
43.74137931,46.98275862
46.98275862,54.14655172
54.14655172,39.06034483
39.06034483,50.82758621
50.82758621,50.44827586
50.44827586,34.50862069
34.50862069,25.62068966
25.62068966,23.84482759
23.84482759,16.99137931
16.99137931,11.71551724
11.71551724,8.517241379
8.517241379,4.690517241
4.690517241,3.248275862
1.422413793,2.462931034
2.462931034,3.107758621
3.107758621,5.464655172
5.464655172,7.267241379
7.267241379,7.465517241
7.465517241,15.63793103
15.63793103,23.84482759
23.84482759,32.60344828
32.60344828,40.55172414
40.55172414,40.95689655
40.95689655,45.1637931
45.1637931,63.65517241
63.65517241,43.0862069
43.0862069,51.89655172
51.89655172,41.24137931
41.24137931,38.53448276
38.53448276,37.20689655
37.20689655,35.68103448
35.68103448,36.94827586
36.94827586,21.5862069
21.5862069,16.47413793
16.47413793,16.12931034
16.12931034,12.98275862
12.98275862,11.09482759
11.09482759,3.95862069
0.412672414,2.532758621
2.532758621,6.657758621
6.657758621,11.0862069
11.0862069,13.32758621
13.32758621,25.44827586
25.44827586,28.4137931
28.4137931,35.82758621
35.82758621,50.54310345
50.54310345,34.85344828
34.85344828,41.32758621
41.32758621,61.61206897
61.61206897,67.56896552
67.56896552,58.24137931
58.24137931,66.79310345
66.79310345,64.62931034
64.62931034,59.25
59.25,56.75
56.75,53.75
53.75,45.89655172
45.89655172,36.86206897
36.86206897,30.87931034
30.87931034,32.99137931
32.99137931,23.40517241
23.40517241,18.92241379
18.92241379,6.089655172
6.089655172,3.994827586
0.990517241,7.198275862
7.198275862,22.31896552
22.31896552,17.05172414
17.05172414,29.42241379
29.42241379,30.59482759
30.59482759,29.87068966
29.87068966,40.89655172
40.89655172,50.13793103
50.13793103,41.76724138
41.76724138,12.19827586
12.19827586,21.5862069
21.5862069,33.63793103
33.63793103,49.56034483
49.56034483,63.00862069
63.00862069,60.12931034
60.12931034,33.62068966
33.62068966,46.31896552
46.31896552,17.99137931
17.99137931,27.87931034
27.87931034,10.94827586
10.94827586,5.569827586
5.569827586,5.507758621
5.507758621,2.973275862
0.706034483,4.335344828
4.335344828,7.948275862
7.948275862,15.32758621
15.32758621,21.20689655
21.20689655,29.45689655
29.45689655,36.9137931
36.9137931,45.72413793
45.72413793,51.37068966
51.37068966,57.53448276
57.53448276,64.28448276
64.28448276,39.29310345
39.29310345,12.06034483
12.06034483,21.87068966
21.87068966,27.62068966
27.62068966,24.09482759
24.09482759,20.48275862
20.48275862,10.88793103
10.88793103,8.793103448
8.793103448,8.284482759
8.284482759,5.579310345
5.579310345,8.603448276
8.603448276,6.86637931
6.86637931,5.426724138
5.426724138,3.474137931
3.474137931,5.194827586
5.194827586,2.75862069
0.7,2.767241379
2.767241379,4.402586207
4.402586207,9.422413793
9.422413793,18.6637931
18.6637931,23.56034483
23.56034483,40.44827586
40.44827586,42.78448276
42.78448276,50.69827586
50.69827586,22.97413793
22.97413793,55.89655172
55.89655172,41.21551724
41.21551724,61.64655172
61.64655172,31.56896552
31.56896552,57.44827586
57.44827586,44.88793103
44.88793103,32.78448276
32.78448276,15.43965517
15.43965517,5.115517241
5.115517241,9.836206897
9.836206897,9.560344828
9.560344828,7.775862069
7.775862069,20.25862069
20.25862069,41.94827586
41.94827586,22.36206897
22.36206897,15.43965517
15.43965517,11.96551724
11.96551724,5.689655172
0.880172414,3.981034483
3.981034483,9.24137931
9.24137931,15.77586207
15.77586207,23.67241379
23.67241379,31.78448276
31.78448276,39.53448276
39.53448276,48.00862069
48.00862069,54.88793103
54.88793103,58.46551724
58.46551724,55.88793103
55.88793103,51.77586207
51.77586207,58.37068966
58.37068966,58.84482759
58.84482759,57.27586207
57.27586207,55.68103448
55.68103448,51.82758621
51.82758621,49.25
49.25,41.75862069
41.75862069,37.28448276
37.28448276,31.6637931
31.6637931,25.95689655
25.95689655,22.47413793
22.47413793,18.11206897
18.11206897,13.49137931
13.49137931,9.120689655
9.120689655,6.128448276
6.128448276,3.265517241
1.856034483,4.811206897
4.811206897,9.310344828
9.310344828,15.21551724
15.21551724,22.15517241
22.15517241,29.74137931
29.74137931,37.21551724
37.21551724,43.19827586
43.19827586,48.54310345
48.54310345,53.05172414
53.05172414,55.5862069
55.5862069,58.75
58.75,61.64655172
61.64655172,64.56034483
64.56034483,66.34482759
66.34482759,63.65517241
63.65517241,55.5862069
55.5862069,58.72413793
58.72413793,52.98275862
52.98275862,46.13793103
46.13793103,38.01724138
38.01724138,29.12931034
29.12931034,23.82758621
23.82758621,19.53448276
19.53448276,16.21551724
16.21551724,12.31034483
12.31034483,6.812931034
0.767241379,3.477586207
3.477586207,7.974137931
7.974137931,14.03448276
14.03448276,21.76724138
21.76724138,29.64655172
29.64655172,37.72413793
37.72413793,45.48275862
45.48275862,52.45689655
52.45689655,59.12068966
59.12068966,64.43965517
64.43965517,68.92241379
68.92241379,70.77586207
70.77586207,72.93103448
72.93103448,73.79310345
73.79310345,72.32758621
72.32758621,71.55172414
71.55172414,69.13793103
69.13793103,64.25
64.25,60.27586207
60.27586207,54.31896552
54.31896552,48.72413793
48.72413793,42.98275862
42.98275862,36.18103448
36.18103448,29.06896552
29.06896552,21.32758621
21.32758621,13.84482759
13.84482759,6.948275862
1.107758621,4.148275862
4.148275862,9.060344828
9.060344828,14.1637931
14.1637931,22.06896552
22.06896552,28.30172414
28.30172414,33.99137931
33.99137931,35.97413793
35.97413793,45.4137931
45.4137931,54.80172414
54.80172414,56.50862069
56.50862069,58.50862069
58.50862069,65.36206897
65.36206897,69.48275862
69.48275862,71.20689655
71.20689655,73.70689655
73.70689655,67.43965517
67.43965517,64.04310345
64.04310345,59.38793103
59.38793103,55.74137931
55.74137931,44.93965517
44.93965517,29.63793103
29.63793103,20.05172414
20.05172414,17.95689655
17.95689655,12.30172414
12.30172414,6.913793103
6.913793103,3.587931034
0.532586207,2.424137931
2.424137931,6.348275862
6.348275862,13.55172414
13.55172414,17.73275862
17.73275862,26.75
26.75,35.24137931
35.24137931,27.13793103
27.13793103,45.79310345
45.79310345,50.71551724
50.71551724,46.06034483
46.06034483,70.60344828
70.60344828,72.84482759
72.84482759,68.44827586
68.44827586,51.01724138
51.01724138,71.98275862
71.98275862,71.12068966
71.12068966,65.68103448
65.68103448,60.15517241
60.15517241,47.31034483
47.31034483,42.35344828
42.35344828,32.71551724
32.71551724,38.56896552
38.56896552,25.62068966
25.62068966,20.42241379
20.42241379,10.79310345
10.79310345,6.036206897
6.036206897,3.684482759
1.073275862,2.848275862
2.848275862,6.193103448
6.193103448,7.517241379
7.517241379,9.387931034
9.387931034,14.90517241
14.90517241,17.40517241
17.40517241,20.97413793
20.97413793,21.5862069
21.5862069,27.0862069
27.0862069,37.81034483
37.81034483,51.81034483
51.81034483,60.14655172
60.14655172,58.06896552
58.06896552,44.40517241
44.40517241,36.69827586
36.69827586,35.12068966
35.12068966,35.18965517
35.18965517,31.8362069
31.8362069,33.84482759
33.84482759,32.98275862
32.98275862,34.76724138
34.76724138,31.71551724
31.71551724,22.07758621
22.07758621,19.19827586
19.19827586,12.20689655
12.20689655,4.151724138
0.765517241,2.845689655
2.845689655,4.175862069
4.175862069,6.328448276
6.328448276,16.77586207
16.77586207,24.23275862
24.23275862,32.02586207
32.02586207,36.95689655
36.95689655,47.98275862
47.98275862,54.37931034
54.37931034,60.59482759
60.59482759,65.87068966
65.87068966,69.48275862
69.48275862,71.63793103
71.63793103,72.5862069
72.5862069,70.43103448
70.43103448,64.90517241
64.90517241,65.07758621
65.07758621,56.89655172
56.89655172,45.51724138
45.51724138,41.51724138
41.51724138,31.92241379
31.92241379,30.1637931
30.1637931,30.19827586
30.19827586,28.94827586
28.94827586,18.6637931
18.6637931,10.31896552
10.31896552,6.247413793
6.247413793,2.461206897
0.986206897,4.905172414
4.905172414,11.51724138
11.51724138,13.86206897
13.86206897,20.31034483
20.31034483,24.69827586
24.69827586,30.00862069
30.00862069,41.72413793
41.72413793,36.87068966
36.87068966,46.34482759
46.34482759,24.57758621
24.57758621,18.44827586
18.44827586,32.77586207
32.77586207,53.17241379
53.17241379,16.17241379
16.17241379,9.189655172
2.179310345,7.913793103
7.913793103,9.543103448
9.543103448,11.85344828
11.85344828,4.860344828
4.860344828,6.540517241
6.540517241,12.30172414
12.30172414,13.31896552
13.31896552,21.75862069
21.75862069,7.362068966
7.362068966,9.336206897
9.336206897,5.087931034
5.087931034,3.727586207
1.243103448,6.386206897
6.386206897,17.06896552
17.06896552,21.5
21.5,27.00862069
27.00862069,36.77586207
36.77586207,46.00862069
46.00862069,54.65517241
54.65517241,61.54310345
61.54310345,67.88793103
67.88793103,73.79310345
73.79310345,77.84482759
77.84482759,80.86206897
80.86206897,81.55172414
81.55172414,82.84482759
82.84482759,84.56896552
84.56896552,77.32758621
77.32758621,72.15517241
72.15517241,64.56034483
64.56034483,52.53448276
52.53448276,39.12068966
39.12068966,47.12068966
47.12068966,49.32758621
49.32758621,42.03448276
42.03448276,33.28448276
33.28448276,24.42241379
24.42241379,16.57758621
16.57758621,9.301724138
9.301724138,3.555172414
0.931034483,4.618965517
4.618965517,10.4137931
10.4137931,18.18103448
18.18103448,26.57758621
26.57758621,35.36206897
35.36206897,44.22413793
44.22413793,53.42241379
53.42241379,59.62931034
59.62931034,63.96551724
63.96551724,71.29310345
71.29310345,72.4137931
72.4137931,67.46551724
67.46551724,67.31896552
67.31896552,70.68965517
70.68965517,73.01724138
73.01724138,71.63793103
71.63793103,71.03448276
71.03448276,39.9137931
39.9137931,64.52586207
64.52586207,58.30172414
58.30172414,51.89655172
51.89655172,32.25862069
32.25862069,22.51724138
22.51724138,14.59482759
14.59482759,14.98275862
14.98275862,11.19827586
11.19827586,4.16637931
0.484655172,2.837068966
2.837068966,6.123275862
6.123275862,5.189655172
5.189655172,5.231896552
5.231896552,2.942241379
2.942241379,2.823275862
2.823275862,3.070689655
3.070689655,5.061206897
5.061206897,8.146551724
8.146551724,8.146551724
8.146551724,13.09482759
13.09482759,13.32758621
13.32758621,16.90517241
16.90517241,15.82758621
15.82758621,15.55172414
15.55172414,21.93103448
21.93103448,25.30172414
25.30172414,35
35,26.64655172
26.64655172,19.87931034
19.87931034,14.42241379
14.42241379,7.379310345
7.379310345,8.853448276
8.853448276,5.612931034
5.612931034,2.751724138
2.751724138,4.362931034
4.362931034,3.505172414
3.505172414,3.86637931
2.276724138,3.242241379
3.242241379,3.827586207
3.827586207,10.22413793
10.22413793,22.77586207
22.77586207,29.71551724
29.71551724,24.10344828
24.10344828,27.40517241
27.40517241,19.11206897
19.11206897,46.43103448
46.43103448,53.11206897
53.11206897,45.60344828
45.60344828,56.34482759
56.34482759,63.76724138
63.76724138,43.20689655
43.20689655,57.02586207
57.02586207,60.15517241
60.15517241,57.27586207
57.27586207,58.36206897
58.36206897,48.95689655
48.95689655,41.12931034
41.12931034,37.34482759
37.34482759,35.73275862
35.73275862,40.12068966
40.12068966,25.8362069
25.8362069,17.37068966
17.37068966,10.20689655
10.20689655,4.205172414
1.819827586,5.963793103
5.963793103,11.95689655
11.95689655,18.92241379
18.92241379,26.26724138
26.26724138,33.54310345
33.54310345,40.81034483
40.81034483,47.81896552
47.81896552,53.87931034
53.87931034,60.85344828
60.85344828,67.11206897
67.11206897,72.06896552
72.06896552,75
75,78.01724138
78.01724138,79.31034483
79.31034483,79.05172414
79.05172414,76.37931034
76.37931034,74.74137931
74.74137931,71.98275862
71.98275862,65.67241379
65.67241379,61.24137931
61.24137931,53.29310345
53.29310345,46.25
46.25,37.38793103
37.38793103,30.11206897
30.11206897,20.31896552
20.31896552,12.50862069
12.50862069,8.560344828
8.560344828,3.940517241
1.662068966,6.625
6.625,13.39655172
13.39655172,21.43103448
21.43103448,29.34482759
29.34482759,38.26724138
38.26724138,47.3362069
47.3362069,55.54310345
55.54310345,60.0862069
60.0862069,60.0862069
60.0862069,70.60344828
70.60344828,79.22413793
79.22413793,80.34482759
80.34482759,83.27586207
83.27586207,79.22413793
79.22413793,78.96551724
78.96551724,79.56896552
79.56896552,79.13793103
79.13793103,77.15517241
77.15517241,50.62931034
50.62931034,39.84482759
39.84482759,48.85344828
48.85344828,35.28448276
35.28448276,33.40517241
33.40517241,23.86206897
23.86206897,15.02586207
15.02586207,13.14655172
13.14655172,8.362068966
8.362068966,4.680172414
1.768103448,6.113793103
6.113793103,12.89655172
12.89655172,21.11206897
21.11206897,29.63793103
29.63793103,37.93965517
37.93965517,45.61206897
45.61206897,52.93965517
52.93965517,60.39655172
60.39655172,67.3362069
67.3362069,74.13793103
74.13793103,74.31034483
74.31034483,84.05172414
84.05172414,83.10344828
83.10344828,76.37931034
76.37931034,86.81034483
86.81034483,83.96551724
83.96551724,80.43103448
80.43103448,75.34482759
75.34482759,71.03448276
71.03448276,65.26724138
65.26724138,58.6637931
58.6637931,51.3362069
51.3362069,43.19827586
43.19827586,35.18965517
35.18965517,28
28,18.99137931
18.99137931,11.76724138
11.76724138,5.525
1.750862069,6.03362069
6.03362069,12.42241379
12.42241379,19.48275862
19.48275862,27.65517241
27.65517241,36.57758621
36.57758621,45.07758621
45.07758621,52.56896552
52.56896552,59.64655172
59.64655172,66.37068966
66.37068966,71.29310345
71.29310345,75.68965517
75.68965517,79.39655172
79.39655172,81.20689655
81.20689655,81.72413793
81.72413793,81.03448276
81.03448276,79.05172414
79.05172414,77.15517241
77.15517241,73.18965517
73.18965517,67.85344828
67.85344828,62.81896552
62.81896552,55.93103448
55.93103448,48.75862069
48.75862069,40.79310345
40.79310345,32.25
32.25,24.75862069
24.75862069,16.71551724
16.71551724,9.974137931
9.974137931,4.289655172
1.193103448,4.901724138
4.901724138,10.03448276
10.03448276,16.68103448
16.68103448,24.87068966
24.87068966,32.55172414
32.55172414,40.59482759
40.59482759,47.92241379
47.92241379,54.64655172
54.64655172,60.88793103
60.88793103,66.40517241
66.40517241,71.03448276
71.03448276,75.17241379
75.17241379,76.98275862
76.98275862,78.44827586
78.44827586,78.62068966
78.62068966,76.72413793
76.72413793,74.22413793
74.22413793,69.74137931
69.74137931,64.42241379
64.42241379,58.43965517
58.43965517,51.75
51.75,45.19827586
45.19827586,36.99137931
36.99137931,29.56034483
29.56034483,21.78448276
21.78448276,14.81896552
14.81896552,8.715517241
8.715517241,4.001724138
1.669827586,5.204310345
5.204310345,10.31034483
10.31034483,16.35344828
16.35344828,23.57758621
23.57758621,30.68103448
30.68103448,37.35344828
37.35344828,44.71551724
44.71551724,51.82758621
51.82758621,58.98275862
58.98275862,65.89655172
65.89655172,71.12068966
71.12068966,75.25862069
75.25862069,77.67241379
77.67241379,77.67241379
77.67241379,77.5862069
77.5862069,76.46551724
76.46551724,74.56896552
74.56896552,70.94827586
70.94827586,65.23275862
65.23275862,58.71551724
58.71551724,43.75862069
43.75862069,27.97413793
27.97413793,28.18103448
28.18103448,32.24137931
32.24137931,20.69827586
20.69827586,8.698275862
8.698275862,5.162068966
5.162068966,4.196551724
1.506896552,5.003448276
5.003448276,10.53448276
10.53448276,15.29310345
15.29310345,17.69827586
17.69827586,17.43103448
17.43103448,27.1637931
27.1637931,20.70689655
20.70689655,10.53448276
10.53448276,10.70689655
10.70689655,14.25862069
14.25862069,12.86206897
12.86206897,45.92241379
45.92241379,57.53448276
57.53448276,58.37068966
58.37068966,50.5
50.5,32.69827586
32.69827586,16.53448276
16.53448276,29.43965517
29.43965517,25.31034483
25.31034483,38.63793103
38.63793103,7.50862069
7.50862069,25.46551724
25.46551724,10.53448276
10.53448276,5.156896552
5.156896552,5.662068966
5.662068966,6.965517241
6.965517241,4.246551724
1.79137931,6.174137931
6.174137931,10.64655172
10.64655172,16.57758621
16.57758621,23.73275862
23.73275862,31.5
31.5,38.9137931
38.9137931,43.21551724
43.21551724,54.68103448
54.68103448,41.3362069
41.3362069,56.3362069
56.3362069,71.72413793
71.72413793,56.27586207
56.27586207,19.13793103
19.13793103,14
14,7.75862069
7.75862069,14.37068966
